,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
54552,5aKwIzEprKLljXof0R7E5A,pb7mUpk1uydHBIY3bgJ3zQ,9TfPEKnr7UToB1bmexI_tA,4.0,0,0,0,I really like this place. My favorite thing to get is the chicken pad Thai but lately it's been just okay. The food is always hot and fresh to order and they have good customer service. Great family restaurant or an evening for two. If you get delivery its an extra $1 which isn't bad for a good meal. Also their lunch menu is pretty reasonable so try to get here early if you can save a few bucks.,2017-12-01 00:14:45,2017-12-01,0
1295635,C-8U3wsQ6WbARegM4jH2YA,NcpRP6_dCh3XUnEHOof2ZA,lpU477L8jQ6woEdDqzYJhA,1.0,1,1,0,One word. Disgusting. The food tasted like it was the dollar hot dogs you can buy in grocery stores. The pictures they advertise for the hot dogs look nothing like the real thing. Too expensive and overall just nasty.,2017-12-01 00:14:45,2017-12-01,0
902354,dqz6PVmeUH1dzSO6XzCGfw,_kLWnM79x53oHbsQWVBzgg,SZVu8oapcvaNodCRncNAGw,4.0,0,0,0,Great food and would visit again. Cuban was great but a little greasy for my liking - with that said I ate it without reservation and would eat again. Chile was homemade (I was told) and great.,2017-12-01 00:14:47,2017-12-01,0
948987,9Rjl4ig7fl2FD8xjSdek6Q,2d2NMtMIOCG30Y39tO8C5A,qr-yMv-1jDujHBfq5FhLZQ,5.0,2,0,2,Kevin is a fantastic barber and person. Never have I ever had such a positive experience getting a haircut. It's like he is magician with those scissors. I'll never go to anyone else for a haircut.,2017-12-01 00:15:33,2017-12-01,0
996219,PBy1-_Fl82rRwN5vqh-1GQ,MOdjtNt5PQyv-ZZFGGSk_A,KK7HZsaD1o4jODWKOU9vGA,1.0,0,0,1,"I have always LOVED Popeyes spicy chicken biscuits and beans n rice !!
About a year ago I got a horrible order. The chicken tasted horrible and the beans n rice were not even warm.  I only live 5 minutes away. I have yet to ever eat at any Popeyes again !! After contact the management at this store and their national office, NOT ONE SINGLE person reached out or even returned a phone call. E mail. Text ......",2017-12-01 00:16:05,2017-12-01,0
2343954,jR3D3J3sr4NOqHfXkiaDzA,hxfvTcpLa7_cra-Lfks_-g,X96rN4Jeq-SqSqZgeEStng,5.0,1,0,0,A new gem opened up on the drive. Very good lunch thali ( veg) i hope to  come again and try rest of the menu as well. First impression is great :) just stumbled upon this place while looking for a quick eat and not disappointed at all. Next time will make a plan to come for sure.,2017-12-01 00:16:13,2017-12-01,0
427947,-L_cBtEgm5NDDL3hd2SLcw,csYf3YOWvjiJeV5xXPnI-g,3KT0PER90UIxVVx9zuzHVA,4.0,0,0,0,"Hidden gem! After dinner drinks and dessert. Full bar, tv's...friendly service. Almost don't want to tell anyone as to keep this place our little secret. But I will tell everyone go check it out, you won't be disappointed!",2017-12-01 00:16:16,2017-12-01,0
1488448,FPjOyYi1j3RGaQcpSYTjKQ,aBxN9ES6oRiKNEgXpNG4bg,9ShwBgWe2oPR4uEoJmyDxQ,5.0,0,0,0,"Very good service and good food. I got the Mongolian Streak with fried rice and spinach. It was really good and a decent size for the average person. I wasn't disappointed with this place, some of the better Asian food I've had. I would definitely recommend it. My only complaint is the slightly slow service, but they apologized and gave me an extra dish for free, so no worries there.",2017-12-01 00:17:02,2017-12-01,0
2615811,4TDAIVFfSid7Fq17v-i4sw,AlcX4ATtPMQ36syzl0052g,IlS6PhGiBP2DBLWkCUOLfw,5.0,0,0,0,"All the reviews were on point. Thanks for your reviews. Our dinner was amazing. I ordered two meat sampler brisket and pulled pork with two sides for 13.49, the corn was super tasty, the mac and cheese was super cheesy. The sauces are homemade and very tasty we even bought a bottle to take home. Didnt leave room for dessert. If you are in the area defenitly stop and enjoy some good bbq.",2017-12-01 00:17:11,2017-12-01,0
2644493,XQC-4dPAoQFM7EYh_6U3Bw,Zd1wP8DBB7kO48b3KMFrwg,y2w6rFaO0XEiG5mFfOsiFA,5.0,0,0,0,Our second visit to Neptune hit it out of the park!  Shrimp delicious!  Lobster roll Amazing!  Mussels Outstanding and a great Chardonnay.  We will be returning on our next visit for sure!  Adrianna and Ariel were so welcoming and provided such attentive service.,2017-12-01 00:18:02,2017-12-01,0
74863,0XzkZI5OFEKzJ16U3Pl7gA,YPT4-HXCeKeIZCLrHKeqbw,252DlOgnPandEneK1vykGA,3.0,0,0,0,"If I had the means I would've opened a Popeyes in Clermont a long time ago, one of the few fast food places missing from a town that loves to eat out!  However Popeyes is not like all other fast food places because depending on who is in the kitchen things can go horribly wrong and the food will not taste like it's suppose to.
This place is obviously brand spanking new and that in itself has its ups and downs, everything is new and clean but the restaurant staff is learning to crawl before they can actually run the place. 

The food was bland, one of the reasons I like Popeyes chicken is because it's nicely seasoned but what this Clermont Popeyes served was bland not properly seasoned or marinated chicken, the fries were as expected although soggy, the gravy on the mash was salty as hell so that's the gist of it, it's either overly seasoned or under seasoned ugh annoying, and they left out my biscuit and jam which was a total bummer because it's the best part and it think it's impossible to mess up on biscuits. I will give them another try in a few more weeks to see if they've worked out the kinks and if not I'll continue eating Popeyes only when I can get to my usual spot.",2017-12-01 00:18:12,2017-12-01,0
2036496,ouqvnXVbo-mChh080YgJWg,sYXmpzeVGqKb5zLhQv3iYw,xmA8fnCO6h-pltOaV9gtew,2.0,0,0,0,"Bummeroni.  Used to be regulars.  After a year or two hiatus to see if they got their act together we gave one last try.  2 stars grudgingly given only bc salad and calamari decent and server pleasant enough.  Rotten lemons with water and calamari simple errors to avoid.  Tartuffo pizza had canned/not fresh mushrooms atop a green slime trying to mimic pesto.  Seats ripped and general atmosphere sad and slackerish.  Too bad, they had good thing going when first opened.  Avoid until new mgr and head chef that have sufficient skill set.",2017-12-01 00:18:22,2017-12-01,0
2795358,Wu15YLHsBhTiIFS2QkSLyQ,QROxjsM23XnZC0yyTy45lg,WhJkI36sGpvQZ1XYlGX65g,5.0,1,0,0,"Dr. Yu is the absolute best periodontist in Austin.  He is so extremely kind and more importantly, he is a master at his craft.  Additionally, he will never suggest a procedure that is not absolutely necessary.  I drive from Cedar Park to Bee Cave Rd. to see him, and I would drive a lot further if I needed to.  You never have to wait and the staff is simply incredible.  Give him a try; you will never be sorry when it comes to caring for your teeth.  Joyce L.",2017-12-01 00:19:15,2017-12-01,0
1092057,8fdP3jB2OZU-2p2ZaakzGw,BNb4RQkiOhK7F4Chcnmy9g,Ruq91rmQNweZ78TzKylQMg,4.0,0,0,0,"I'm giving this four stars as I really enjoyed the food and atmosphere. The service was good and the waiter was very helpful with drink and food selections. The food was good also, especially the chowder. There was a mixup as we ordered a lunch item but got charged for the dinner price but the waiter quickly made the adjustment. I would definitely go back.",2017-12-01 00:19:34,2017-12-01,0
2067120,vVD5cQ9JKwuGlGGq0BdPVA,mvz11qcaxt-vEYAEde46ug,IJ7pHfCbP-JHzEKNyW1pAA,3.0,0,0,0,Dallas has better korean fried chicken hands down. It's also way more expensive than it should be.,2017-12-01 00:19:50,2017-12-01,0
2645916,2DAiJHfQyEM6DqUhbe9M_w,1xyU38NLiMKi2Lo8pdkCTg,QYwhOtmh35-CMbkNk2TaRA,1.0,0,0,0,"The problem here that my wife, mom and I stopped by and was told the chicken was not ready and told with an attitude at the counter so you decide what you want to do??? Unbelievable",2017-12-01 00:20:13,2017-12-01,0
363681,FASEd4HqHhLJNSAiRHNXEw,qFTjipzZ2t32eyEGjaenpQ,4hFbr7SH61YwFehqIKqebA,5.0,0,0,0,This ice cream place is by far the cream of the crop! We always get prompt and attentive service. If we want to try a flavor - no problem! We love Bruster's even when it is 'cold' in Florida! The special flavors keep us trying out new taste buds and the prices in comparison to how much you get is spot on! Keep up the great work!,2017-12-01 00:20:25,2017-12-01,0
2633322,Nzp6I3hfRoT2pP65rOQPjg,XAOV2qywapHu3kMFpeR4AQ,2lqbPc3KrbaFTZJCw0t2TQ,5.0,0,0,1,"Delicious ice cream and fun flavors! See if they have a check-in offer.
They have a sample option which includes several scoops and that is wonderful.",2017-12-01 00:20:30,2017-12-01,0
1751121,Jqsylgybnz400YXibMUezw,GglOcy8ezQ7vsKwEtk4AIg,ZpwuFRTsbkssDMeSGWQGRw,5.0,0,0,0,"Came during dinner rush, sat at the bar. Food was out of this world, drinks were better. Staff was attentive and fellow bar patrons were amazing to talk with. Seriously folks I went to morimoto the night before and this place beat them for taste. Morimoto Asia is a nice experience but when you need good food good drinks and a family feel art's is the place.",2017-12-01 00:20:45,2017-12-01,0
915973,vlY_xVeraiRbkkriV86sRQ,5cYFCzYe6qWuQCe1n4Z-_g,dxeymB9LQp-l0_X_6zvQyQ,4.0,0,0,0,"""I say that is wine,"" Rachel held up her glass. ""We ought to toast something. 'Here's to royalty.'""

""This wine is too good for toast-drinking, my dear. You don't want to mix emotions up with a wine like that. You lose the taste.""

Rachel's glass was empty.",2017-12-01 00:20:46,2017-12-01,0
2134107,47IxhCtDBTEBHyOUicIPpA,RfKDgGkT4m1o-hP_vPVEAQ,YNGXp8fsXaQyQ6T5O-DHEw,1.0,1,0,0,"The ""Pick-Up"" service was THE WORST possible customer service experience I've ever witnessed. Slow, inconsiderate, rude staff that didn't have a clue what they were doing. Go to any other Walmart . This one is horrible!",2017-12-01 00:21:27,2017-12-01,0
54623,vgxYBYs_AUIGMbm9kkPg1Q,h4rLG55ZS0QcedwfDZheVw,E4JlLDMpnNtiUXctKalMmA,5.0,0,0,0,"Every time I am back in town, I take my grandparents here. Make a reservation if you don't want to wait for dinner. The food is awesome and service is great (slow, yes-- don't come here in a hurry). Enjoy the experience and relax while eating some delicious food.",2017-12-01 00:22:00,2017-12-01,0
1467380,mcCQ9FyHBtJoJoyyZ7V1KQ,AFdX1T9VlHpaLWw0XQ1B6w,ws6IpJOsRVKdTji0yGUILA,5.0,0,0,0,"Delicious food, good service! I love their wonton and calamari, and kimchi beef udon is my favorite! Yum",2017-12-01 00:22:15,2017-12-01,0
336214,3qH1SA3bQjXJhyWB0NceBg,TOFyzlBwNOimeQwHCMuBIw,hWHtON404SNXawrUyTqt4g,1.0,1,0,0,"I don't normally do my nails at the mall, but I was running against time and my trip. First time here and will be the last.  Staff are friendly. I got a pedicure and a filling. To me it seems like they use the same tools over and over without sterilization. I got my brow waxed and realized Lilly was using a razor when I opened my eyes, so, I asked her if the razor is clean.  I said to her I don't like razors. She started going off about how she's been working here 18 years and I have customers who come from the airport. I wanted to know what's that got to do with me. l left there needing to file my nails also. I wouldn't recommend this place because they're not sanitary.",2017-12-01 00:22:23,2017-12-01,0
